,Years,CH4(ppb),Temp(Celsius),Temp(Kelvin),CO2(ppm),years_workaround
4276,134087.38,,-5.7,,,1340.8738
4277,134123.0,,,216.9,208.9,1341.23
4278,134163.98,,-4.65,,,1341.6398000000002
4279,134235.94,,-5.61,,,1342.3594
4280,134287.0,,,216.9,203.7,1342.87
4281,134312.91,,-5.48,,,1343.1291
4282,134389.48,,-5.47,,,1343.8948
4283,134422.2,408.6666667,,,,1344.2220000000002
4284,134466.33,,-5.89,,,1344.6633
4285,134545.25,,-5.79,,,1345.4525
4286,134623.97,,-5.76,,,1346.2397
4287,134703.02,,-6.31,,,1347.0302
4288,134785.16,,-6.07,,,1347.8516
4289,134855.5,375.0,,,,1348.555
4290,134866.4,,-6.29,,,1348.664
4291,134949.22,,-6.88,,,1349.4922
4292,134960.0,,,218.3,204.5,1349.6
4293,135036.17,,-8.34,,,1350.3617000000002
4294,135114.0,,,218.3,200.4,1351.14
4295,135124.21,,-6.99,,,1351.2421
4296,135207.0,,,216.4,198.0,1352.07
4297,135213.35,,-7.66,,,1352.1335000000001
4298,135306.88,,-7.77,,,1353.0688
4299,135401.93,,-7.73,,,1354.0193
4300,135496.88,,-7.8,,,1354.9688
4301,135574.5,394.6666667,,,,1355.745
4302,135592.54,,-7.15,,,1355.9254
4303,135603.0,,,218.4,198.0,1356.03
4304,135691.1,,-6.83,,,1356.911
4305,135779.35,,-8.01,,,1357.7935
4306,135868.8,394.9,,,,1358.6879999999999
4307,135875.63,,-7.47,,,1358.7563
4308,135883.0,,,218.3,201.7,1358.83
4309,135967.96,,-6.54,,,1359.6796
4310,136011.0,,,216.9,200.7,1360.11
4311,136055.32,,-7.39,,,1360.5532
4312,136147.36,,-8.39,,,1361.4735999999998
4313,136247.78,,-7.89,,,1362.4778
4314,136251.0,,,217.1,202.4,1362.51
4315,136345.2,,-8.48,,,1363.4520000000002
4316,136447.4,,-8.73,,,1364.474
4317,136501.0,405.6666667,,,,1365.01
4318,136552.17,,-8.77,,,1365.5217000000002
4319,136567.0,,,217.6,195.8,1365.67
4320,136655.0,,,218.0,201.1,1366.55
4321,136656.1,,-8.27,,,1366.5610000000001
4322,136751.8,,-8.51,,,1367.5179999999998
4323,136853.41,,-8.12,,,1368.5341
4324,136919.0,367.6,,,,1369.19
4325,136953.35,,-8.46,,,1369.5335
4326,137055.78,,-8.68,,,1370.5578
4327,137158.86,,-7.44,,,1371.5885999999998
4328,137253.47,,-7.46,,,1372.5347
4329,137293.0,,,216.0,194.3,1372.93
4330,137347.4,,-8.28,,,1373.474
4331,137447.74,,-8.11,,,1374.4774
4332,137455.1,432.3333333,,,,1374.5510000000002
4333,137547.29,,-7.77,,,1375.4729
4334,137633.0,,,218.2,193.4,1376.33
4335,137646.82,,-8.35,,,1376.4682
4336,137743.42,,-8.59,,,1377.4342000000001
4337,137847.03,,-8.19,,,1378.4703
4338,137947.48,,-7.77,,,1379.4748000000002
4339,137982.0,,,218.8,194.2,1379.82
4340,138021.2,357.7,,,,1380.2120000000002
4341,138046.02,,-8.33,,,1380.4602
4342,138147.46,,-8.06,,,1381.4746
4343,138185.0,,,217.3,190.2,1381.85
4344,138247.23,,-8.49,,,1382.4723000000001
4345,138350.5,,-8.53,,,1383.505
4346,138453.82,,-7.93,,,1384.5382
4347,138553.56,,-8.85,,,1385.5356
4348,138567.8,342.4,,,,1385.6779999999999
4349,138659.46,,-9.01,,,1386.5946
4350,138763.28,,-8.78,,,1387.6328
4351,138870.26,,-9.43,,,1388.7026
4352,138982.88,,-9.07,,,1389.8288
4353,139092.83,,-8.94,,,1390.9282999999998
4354,139124.6,349.1,,,,1391.246
4355,139201.45,,-9.32,,,1392.0145000000002
4356,139275.0,,,218.9,192.3,1392.75
4357,139310.05,,-8.77,,,1393.1004999999998
4358,139416.94,,-8.54,,,1394.1694
4359,139521.96,,-8.57,,,1395.2196
4360,139617.0,,,217.0,196.5,1396.17
4361,139627.19,,-8.85,,,1396.2719
4362,139667.6,359.0,,,,1396.6760000000002
4363,139734.99,,-9.14,,,1397.3499
4364,139845.5,,-8.48,,,1398.455
4365,139950.77,,-9.13,,,1399.5076999999999
4366,140059.96,,-8.01,,,1400.5996
4367,140162.58,,-9.19,,,1401.6257999999998
4368,140216.7,368.1,,,,1402.1670000000001
4369,140272.88,,-9.11,,,1402.7288
4370,140383.65,,-8.47,,,1403.8365
4371,140488.48,,-8.22,,,1404.8848
4372,140590.87,,-9.06,,,1405.9087
4373,140701.09,,-8.67,,,1407.0109
4374,140808.61,,-9.02,,,1408.0860999999998
4375,140827.4,375.3333333,,,,1408.274
4376,140899.0,,,216.5,195.6,1408.99
4377,140918.76,,-9.13,,,1409.1876000000002
4378,140960.0,,,217.5,196.4,1409.6
4379,141030.36,,-9.17,,,1410.3036
4380,141142.36,,-8.76,,,1411.4235999999999
4381,141250.49,,-8.84,,,1412.5049
4382,141259.8,385.1,,,,1412.598
4383,141358.75,,-8.38,,,1413.5875
4384,141464.06,,-8.81,,,1414.6406
4385,141572.75,,-9.33,,,1415.7275
4386,141686.05,,-8.0,,,1416.8604999999998
4387,141787.25,,-7.95,,,1417.8725
4388,141848.9,401.3333333,,,,1418.489
4389,141887.69,,-8.51,,,1418.8769
4390,141993.29,,-7.82,,,1419.9329
4391,142058.0,,,217.8,190.4,1420.58
4392,142093.02,,-8.42,,,1420.9301999999998
4393,142198.1,,-8.78,,,1421.981
4394,142307.17,,-9.29,,,1423.0717000000002
4395,142352.1,400.875,,,,1423.521
4396,142420.06,,-8.61,,,1424.2006
4397,142528.09,,-8.71,,,1425.2809
4398,142636.14,,-8.15,,,1426.3614000000002
4399,142739.05,,-8.27,,,1427.3905
4400,142842.79,,-7.66,,,1428.4279000000001
4401,142883.7,375.3333333,,,,1428.8370000000002
4402,142941.32,,-8.23,,,1429.4132
4403,143045.28,,-8.91,,,1430.4528
4404,143155.51,,-8.84,,,1431.5551
4405,143265.85,,-9.04,,,1432.6585
4406,143376.92,,-8.04,,,1433.7692000000002
4407,143448.7,390.9,,,,1434.487
4408,143479.47,,-7.5,,,1434.7947
4409,143577.68,,-8.51,,,1435.7767999999999
4410,143683.99,,-9.1,,,1436.8399
4411,143796.41,,-8.35,,,1437.9641000000001
4412,143902.93,,-9.09,,,1439.0293
4413,144015.04,,-8.87,,,1440.1504
4414,144078.8,402.3,,,,1440.7879999999998
4415,144125.39,,-8.07,,,1441.2539000000002
4416,144228.57,,-7.64,,,1442.2857000000001
4417,144328.15,,-8.3,,,1443.2815
4418,144432.8,,-8.34,,,1444.328
4419,144482.5,409.8,,,,1444.825
4420,144538.46,,-8.47,,,1445.3845999999999
4421,144645.23,,-7.93,,,1446.4523000000002
4422,144747.64,,-8.47,,,1447.4764000000002
4423,144854.23,,-8.27,,,1448.5423
4424,144959.24,,-7.91,,,1449.5924
4425,145062.6,,-8.96,,,1450.626
4426,145097.6,421.0,,,,1450.976
4427,145173.0,,-8.22,,,1451.73
4428,145278.53,,-8.1,,,1452.7853
4429,145363.0,,,217.6,196.9,1453.63
4430,145382.28,,-7.92,,,1453.8228
4431,145484.73,,-8.99,,,1454.8473000000001
4432,145559.4,423.4,,,,1455.594
4433,145596.97,,-8.39,,,1455.9697
4434,145704.63,,-8.8,,,1457.0463
4435,145815.93,,-9.29,,,1458.1593
4436,145931.56,,-8.82,,,1459.3156
4437,146042.8,,-7.38,,,1460.4279999999999
4438,146084.1,470.6666667,,,,1460.8410000000001
4439,146140.73,,-8.09,,,1461.4073
4440,146244.91,,-8.48,,,1462.4491
4441,146352.7,,-8.33,,,1463.527
4442,146459.11,,-7.97,,,1464.5910999999999
4443,146562.89,,-8.18,,,1465.6289000000002
4444,146632.0,427.8,,,,1466.32
4445,146664.92,,-6.82,,,1466.6492
4446,146753.33,,-8.33,,,1467.5332999999998
4447,146857.01,,-7.65,,,1468.5701000000001
4448,146958.27,,-7.9,,,1469.5827
4449,147060.22,,-7.54,,,1470.6022
4450,147160.69,,-8.26,,,1471.6069
4451,147240.1,432.6666667,,,,1472.401
4452,147266.55,,-8.62,,,1472.6654999999998
4453,147376.29,,-8.78,,,1473.7629000000002
4454,147487.93,,-8.87,,,1474.8792999999998
4455,147600.45,,-8.49,,,1476.0045
4456,147685.7,441.2,,,,1476.8570000000002
4457,147710.05,,-8.8,,,1477.1004999999998
4458,147821.11,,-8.07,,,1478.2110999999998
4459,147926.04,,-7.33,,,1479.2604000000001
4460,148024.48,,-7.35,,,1480.2448000000002
4461,148123.27,,-8.2,,,1481.2326999999998
4462,148176.3,404.3333333,,,,1481.763
4463,148227.97,,-7.66,,,1482.2797
4464,148327.01,,-7.15,,,1483.2701000000002
4465,148424.23,,-7.94,,,1484.2423000000001
4466,148527.38,,-8.15,,,1485.2738
4467,148633.21,,-8.38,,,1486.3320999999999
4468,148698.0,400.1,,,,1486.98
4469,148741.38,,-8.31,,,1487.4138
4470,148831.0,,,217.2,203.0,1488.31
4471,148848.56,,-7.65,,,1488.4856
4472,148950.67,,-8.14,,,1489.5067000000001
4473,149056.53,,-8.31,,,1490.5653
4474,149163.91,,-8.09,,,1491.6391
4475,149233.2,432.2,,,,1492.332
4476,149270.29,,-8.49,,,1492.7029
4477,149379.13,,-7.86,,,1493.7913
4478,149483.1,,-7.86,,,1494.8310000000001
4479,149586.36,,-6.91,,,1495.8636
4480,149681.76,,-7.84,,,1496.8176
4481,149764.5,422.0,,,,1497.645
4482,149784.28,,-6.92,,,1497.8428
4483,149803.0,,,216.6,191.9,1498.03
4484,149879.69,,-7.14,,,1498.7969
4485,149921.0,,,217.9,188.9,1499.21
4486,149976.26,,-7.0,,,1499.7626
4487,150072.01,,-6.96,,,1500.7201
4488,150167.3,,-6.92,,,1501.6729999999998
4489,150262.65,,-7.17,,,1502.6264999999999
4490,150359.52,,-7.04,,,1503.5952
4491,150410.9,425.6666667,,,,1504.109
4492,150456.37,,-7.55,,,1504.5637
4493,150556.77,,-7.55,,,1505.5676999999998
4494,150657.5,,-7.31,,,1506.575
4495,150756.83,,-7.53,,,1507.5683
4496,150831.3,413.0,,,,1508.3129999999999
4497,150857.41,,-7.43,,,1508.5741
4498,150957.8,,-7.66,,,1509.578
4499,151059.95,,-7.77,,,1510.5995
4500,151162.85,,-7.42,,,1511.6285
4501,151263.09,,-7.16,,,1512.6308999999999
4502,151362.24,,-8.11,,,1513.6224
4503,151388.3,401.5,,,,1513.8829999999998
4504,151423.0,,,218.9,200.6,1514.23
4505,151466.83,,-7.01,,,1514.6682999999998
4506,151565.24,,-7.6,,,1515.6524
4507,151666.72,,-7.7,,,1516.6672
4508,151769.62,,-7.65,,,1517.6961999999999
4509,151872.44,,-7.76,,,1518.7244
4510,151972.2,402.6,,,,1519.7220000000002
4511,151976.19,,-7.81,,,1519.7619
4512,152080.58,,-7.93,,,1520.8057999999999
4513,152185.98,,-7.61,,,1521.8598000000002
4514,152288.6,,-7.43,,,1522.886
4515,152389.48,,-7.66,,,1523.8948
4516,152492.51,,-7.4,,,1524.9251000000002
4517,152514.6,393.3333333,,,,1525.146
4518,152593.06,,-7.17,,,1525.9306
4519,152689.37,,-7.45,,,1526.8936999999999
4520,152790.71,,-8.14,,,1527.9071
4521,152897.5,,-7.83,,,1528.975
4522,152991.1,,-7.88,,,1529.911
4523,153071.8,384.5,,,,1530.7179999999998
4524,153096.36,,-7.88,,,1530.9635999999998
4525,153202.22,,-8.07,,,1532.0222
4526,153310.43,,-8.65,,,1533.1043
4527,153422.81,,-7.91,,,1534.2281
4528,153529.74,,-7.89,,,1535.2974
4529,153614.5,406.6666667,,,,1536.145
4530,153635.79,,-7.64,,,1536.3579
4531,153741.13,,-7.97,,,1537.4113
4532,153848.38,,-8.36,,,1538.4838
4533,153960.09,,-9.1,,,1539.6009
4534,154078.44,,-9.0,,,1540.7844
4535,154196.16,,-8.03,,,1541.9616
4536,154208.0,399.2,,,,1542.08
4537,154304.79,,-8.19,,,1543.0479
4538,154414.54,,-8.43,,,1544.1454
4539,154480.0,,,217.1,189.0,1544.8
4540,154526.69,,-8.63,,,1545.2669
4541,154641.09,,-9.28,,,1546.4108999999999
4542,154762.49,,-9.03,,,1547.6248999999998
4543,154832.8,421.7,,,,1548.328
4544,154881.66,,-8.72,,,1548.8166
4545,154997.75,,-9.09,,,1549.9775
4546,155117.23,,-8.93,,,1551.1723000000002
4547,155235.39,,-8.48,,,1552.3539
4548,155348.89,,-8.53,,,1553.4889
4549,155395.0,,,218.3,185.5,1553.95
4550,155463.6,,-9.25,,,1554.636
4551,155480.7,400.2,,,,1554.807
4552,155584.38,,-8.36,,,1555.8438
4553,155697.02,,-8.38,,,1556.9702
4554,155809.76,,-8.62,,,1558.0976
4555,155813.0,,,216.8,187.5,1558.13
4556,155925.0,,-8.99,,,1559.25
4557,156044.35,,-9.92,,,1560.4435
4558,156047.2,410.0,,,,1560.4720000000002
4559,156174.46,,-10.03,,,1561.7446
4560,156306.11,,-9.58,,,1563.0611
4561,156436.08,,-8.78,,,1564.3608
4562,156553.92,,-8.96,,,1565.5392000000002
4563,156569.6,407.2,,,,1565.6960000000001
4564,156673.8,,-9.61,,,1566.7379999999998
4565,156799.4,,-8.53,,,1567.994
4566,156915.27,,-8.94,,,1569.1526999999999
4567,157031.77,,-8.77,,,1570.3176999999998
4568,157047.7,440.0,,,,1570.477
4569,157149.25,,-8.64,,,1571.4925
4570,157266.61,,-9.52,,,1572.6661
4571,157391.97,,-9.16,,,1573.9197
4572,157513.31,,-8.27,,,1575.1331
4573,157526.4,406.9,,,,1575.264
4574,157627.02,,-8.41,,,1576.2702
4575,157741.52,,-8.82,,,1577.4152
4576,157855.97,,-8.48,,,1578.5597
4577,157971.5,,-9.04,,,1579.715
4578,158058.2,415.3333333,,,,1580.582
4579,158091.86,,-8.95,,,1580.9186
4580,158192.98,,-9.02,,,1581.9298000000001
4581,158292.68,,-9.73,,,1582.9268
4582,158396.62,,-9.07,,,1583.9661999999998
4583,158496.96,,-8.11,,,1584.9696
4584,158607.08,,-7.92,,,1586.0708
4585,158660.9,410.1,,,,1586.609
4586,158712.9,,-7.57,,,1587.129
4587,158813.38,,-7.29,,,1588.1338
4588,158911.21,,-6.06,,,1589.1120999999998
4589,159010.3,,-6.52,,,1590.1029999999998
4590,159104.7,,-5.74,,,1591.047
4591,159200.15,,-6.86,,,1592.0014999999999
4592,159298.05,,-7.49,,,1592.9805
4593,159386.75,,-6.99,,,1593.8675
4594,159388.7,423.6666667,,,,1593.8870000000002
4595,159490.19,,-6.93,,,1594.9019
4596,159562.0,,,217.1,204.3,1595.62
4597,159588.11,,-7.3,,,1595.8810999999998
4598,159691.68,,-7.38,,,1596.9168
4599,159795.89,,-7.58,,,1597.9589
4600,159839.6,413.0,,,,1598.396
4601,159897.37,,-7.96,,,1598.9737
4602,159943.0,,,216.7,196.5,1599.43
4603,160002.24,,-7.46,,,1600.0223999999998
4604,160106.21,,-7.47,,,1601.0620999999999
4605,160208.88,,-7.39,,,1602.0888
4606,160323.39,,-7.7,,,1603.2339000000002
4607,160371.1,442.0,,,,1603.711
4608,160432.21,,-7.57,,,1604.3220999999999
4609,160539.02,,-7.57,,,1605.3901999999998
4610,160643.55,,-8.17,,,1606.4354999999998
4611,160756.11,,-8.02,,,1607.5611
4612,160867.92,,-8.1,,,1608.6792
4613,160896.2,410.9,,,,1608.9620000000002
4614,160980.62,,-8.23,,,1609.8062
4615,161097.39,,-8.0,,,1610.9739000000002
4616,161210.3,,-9.04,,,1612.1029999999998
4617,161329.57,,-8.87,,,1613.2957000000001
4618,161415.0,417.0,,,,1614.15
4619,161443.49,,-8.13,,,1614.4349
4620,161558.41,,-7.24,,,1615.5841
4621,161662.78,,-6.93,,,1616.6278
4622,161679.0,,,217.6,191.6,1616.79
4623,161763.84,,-7.54,,,1617.6384
4624,161876.68,,-6.73,,,1618.7667999999999
4625,161974.2,,-6.62,,,1619.7420000000002
4626,162023.9,392.9,,,,1620.239
4627,162076.83,,-6.39,,,1620.7683
4628,162177.84,,-6.47,,,1621.7784
4629,162228.0,,,217.7,190.1,1622.28
4630,162277.77,,-6.21,,,1622.7776999999999
4631,162375.33,,-6.91,,,1623.7532999999999
4632,162475.81,,-6.17,,,1624.7581
4633,162570.0,,-7.32,,,1625.7
4634,162599.2,383.5,,,,1625.9920000000002
4635,162671.68,,-7.82,,,1626.7168
4636,162774.87,,-6.83,,,1627.7486999999999
4637,162877.02,,-6.97,,,1628.7702
4638,162979.02,,-6.88,,,1629.7902
4639,163024.0,,,217.8,186.7,1630.24
4640,163080.44,,-6.92,,,1630.8044
4641,163182.4,,-7.45,,,1631.8239999999998
4642,163198.4,423.8,,,,1631.984
4643,163289.11,,-7.12,,,1632.8910999999998
4644,163393.18,,-8.58,,,1633.9317999999998
4645,163505.99,,-8.52,,,1635.0599
4646,163622.8,,-7.4,,,1636.2279999999998
4647,163698.0,,,217.0,183.8,1636.98
4648,163730.5,,-7.12,,,1637.305
4649,163782.6,433.0,,,,1637.826
4650,163835.49,,-8.4,,,1638.3548999999998
4651,163952.94,,-9.28,,,1639.5294000000001
4652,164074.02,,-8.93,,,1640.7402
4653,164197.89,,-9.49,,,1641.9789
4654,164327.68,,-9.12,,,1643.2767999999999
4655,164359.5,449.3,,,,1643.595
4656,164439.0,,,217.5,196.6,1644.39
4657,164453.36,,-8.38,,,1644.5335999999998
4658,164571.96,,-8.62,,,1645.7196
4659,164692.16,,-8.75,,,1646.9216000000001
4660,164813.84,,-8.54,,,1648.1384
4661,164933.53,,-8.25,,,1649.3353
4662,164956.6,479.3333333,,,,1649.566
4663,165050.91,,-9.19,,,1650.5091
4664,165176.9,,-8.92,,,1651.769
4665,165297.25,,-8.64,,,1652.9725
4666,165417.21,,-7.77,,,1654.1721
4667,165529.99,,-8.19,,,1655.2999
4668,165539.9,495.3,,,,1655.399
4669,165646.16,,-8.73,,,1656.4616
4670,165767.76,,-8.39,,,1657.6776
4671,165886.54,,-8.19,,,1658.8654000000001
4672,166002.68,,-8.0,,,1660.0267999999999
4673,166061.3,495.9,,,,1660.6129999999998
4674,166118.58,,-9.08,,,1661.1858
4675,166244.85,,-8.54,,,1662.4485
4676,166358.39,,-8.15,,,1663.5839
4677,166473.6,,-7.63,,,1664.736
4678,166542.4,444.9,,,,1665.424
4679,166585.04,,-8.6,,,1665.8504
4680,166705.86,,-8.34,,,1667.0585999999998
4681,166824.45,,-8.88,,,1668.2445
4682,166941.45,,-7.38,,,1669.4145
4683,167050.09,,-7.61,,,1670.5009
4684,167050.5,478.0,,,,1670.505
4685,167160.56,,-7.54,,,1671.6055999999999
4686,167183.0,,,217.4,197.8,1671.83
4687,167270.75,,-7.56,,,1672.7075
4688,167380.35,,-7.34,,,1673.8035
4689,167481.76,,-6.98,,,1674.8176
4690,167586.25,,-7.95,,,1675.8625
4691,167602.7,442.3,,,,1676.027
4692,167700.3,,-7.41,,,1677.003
4693,167809.47,,-7.16,,,1678.0947
4694,167915.27,,-6.32,,,1679.1526999999999
4695,168015.21,,-6.79,,,1680.1521
4696,168116.65,,-6.06,,,1681.1665
4697,168213.28,,-5.83,,,1682.1328
4698,168213.4,447.5,,,,1682.134
4699,168308.97,,-6.76,,,1683.0897
4700,168413.05,,-7.09,,,1684.1305
4701,168515.76,,-6.46,,,1685.1576
4702,168616.22,,-6.68,,,1686.1622
4703,168719.12,,-8.14,,,1687.1912
4704,168816.0,484.2,,,,1688.16
4705,168830.35,,-7.89,,,1688.3035
4706,168937.37,,-6.46,,,1689.3736999999999
4707,169037.52,,-6.58,,,1690.3752
4708,169138.66,,-6.49,,,1691.3866
4709,169239.08,,-6.79,,,1692.3908
4710,169342.63,,-7.53,,,1693.4263
4711,169396.5,480.0,,,,1693.965
4712,169453.34,,-7.63,,,1694.5334
4713,169492.0,,,217.2,197.7,1694.92
4714,169565.09,,-7.54,,,1695.6508999999999
4715,169675.45,,-6.64,,,1696.7545
4716,169778.28,,-6.59,,,1697.7828
4717,169880.75,,-8.03,,,1698.8075
4718,169996.22,,-7.65,,,1699.9622
4719,170109.4,,-7.91,,,1701.094
4720,170225.84,,-8.13,,,1702.2584
4721,170343.25,,-8.31,,,1703.4325
4722,170456.88,,-8.12,,,1704.5688
4723,170480.1,433.0,,,,1704.8010000000002
4724,170569.22,,-8.27,,,1705.6922
4725,170682.07,,-8.12,,,1706.8207
4726,170799.11,,-8.18,,,1707.9911
4727,170915.5,,-8.44,,,1709.155
4728,171035.62,,-8.56,,,1710.3562
4729,171156.54,,-8.13,,,1711.5654000000002
4730,171188.6,455.9,,,,1711.886
4731,171275.38,,-8.28,,,1712.7538
4732,171351.0,,,218.5,196.0,1713.51
4733,171394.94,,-7.4,,,1713.9494
4734,171505.34,,-6.97,,,1715.0534
4735,171609.92,,-6.55,,,1716.0992
4736,171683.0,427.3,,,,1716.83
4737,171711.65,,-6.03,,,1717.1164999999999
4738,171810.25,,-6.64,,,1718.1025
4739,171911.82,,-5.92,,,1719.1182000000001
4740,172008.9,,-5.84,,,1720.089
4741,172105.57,,-6.68,,,1721.0557000000001
4742,172208.27,,-6.1,,,1722.0827
4743,172236.1,457.3,,,,1722.361
4744,172308.25,,-7.1,,,1723.0825
4745,172414.67,,-6.76,,,1724.1467000000002
4746,172434.0,,,216.8,190.3,1724.34
4747,172520.35,,-7.45,,,1725.2035
4748,172631.56,,-6.71,,,1726.3156
4749,172748.74,,-7.46,,,1727.4874
4750,172788.6,471.3333333,,,,1727.886
4751,172861.26,,-7.64,,,1728.6126000000002
4752,172975.64,,-8.46,,,1729.7564000000002
4753,173097.28,,-7.4,,,1730.9728
4754,173135.0,,,216.3,189.4,1731.35
4755,173210.29,,-8.14,,,1732.1029
4756,173328.58,,-7.61,,,1733.2857999999999
4757,173390.7,466.1,,,,1733.9070000000002
4758,173394.0,,,217.3,190.1,1733.94
4759,173443.04,,-8.17,,,1734.4304000000002
4760,173564.64,,-8.18,,,1735.6464
4761,173685.23,,-8.7,,,1736.8523
4762,173811.07,,-8.32,,,1738.1107000000002
4763,173933.42,,-8.07,,,1739.3342000000002
4764,174052.7,,-7.99,,,1740.527
4765,174079.2,499.0,,,,1740.7920000000001
4766,174171.28,,-8.12,,,1741.7128
4767,174291.02,,-7.81,,,1742.9101999999998
4768,174410.3,,-8.38,,,1744.1029999999998
4769,174528.41,,-7.56,,,1745.2841
4770,174642.74,,-7.98,,,1746.4273999999998
4771,174724.0,546.8,,,,1747.24
4772,174760.52,,-7.37,,,1747.6052
4773,174873.75,,-7.87,,,1748.7375
4774,174990.85,,-8.41,,,1749.9085
4775,175113.36,,-7.46,,,1751.1336
4776,175227.74,,-7.62,,,1752.2774
4777,175301.1,550.3333333,,,,1753.011
4778,175306.0,,,217.2,207.7,1753.06
4779,175342.69,,-7.95,,,1753.4269
4780,175461.49,,-8.15,,,1754.6148999999998
4781,175582.48,,-8.89,,,1755.8248
4782,175712.01,,-8.87,,,1757.1201
4783,175827.6,541.6,,,,1758.276
4784,175841.95,,-9.23,,,1758.4195000000002
4785,175975.71,,-8.6,,,1759.7570999999998
4786,176103.0,,-8.53,,,1761.03
4787,176229.25,,-8.68,,,1762.2925
4788,176357.3,,-8.87,,,1763.5729999999999
4789,176470.6,479.3333333,,,,1764.7060000000001
4790,176487.41,,-8.28,,,1764.8741
4791,176610.21,,-8.28,,,1766.1020999999998
4792,176727.95,,-8.11,,,1767.2795
4793,176848.35,,-6.94,,,1768.4835
4794,176958.0,,-6.79,,,1769.58
4795,176969.1,482.5,,,,1769.691
4796,177064.61,,-5.61,,,1770.6461
4797,177139.0,,,216.4,213.2,1771.39
4798,177165.03,,-6.33,,,1771.6503
4799,177268.14,,-6.84,,,1772.6814000000002
4800,177375.16,,-6.76,,,1773.7516
4801,177478.13,,-6.61,,,1774.7813
4802,177584.24,,-7.93,,,1775.8424
4803,177626.7,451.9,,,,1776.267
4804,177700.73,,-5.84,,,1777.0073000000002
4805,177801.12,,-5.71,,,1778.0112
4806,177898.52,,-5.4,,,1778.9851999999998
4807,177993.81,,-5.99,,,1779.9381
4808,178095.48,,-5.85,,,1780.9548000000002
4809,178179.0,,,217.2,217.7,1781.79
4810,178194.86,,-6.32,,,1781.9486
4811,178269.5,489.9,,,,1782.695
4812,178298.39,,-6.54,,,1782.9839000000002
4813,178404.2,,-6.69,,,1784.0420000000001
4814,178510.56,,-5.93,,,1785.1055999999999
4815,178612.71,,-7.0,,,1786.1271
4816,178722.15,,-6.92,,,1787.2214999999999
4817,178832.31,,-7.05,,,1788.3231
4818,178943.87,,-7.46,,,1789.4387
4819,179060.36,,-8.03,,,1790.6036
4820,179069.2,496.3333333,,,,1790.692
4821,179117.0,,,218.2,198.1,1791.17
4822,179182.42,,-8.68,,,1791.8242
4823,179307.78,,-8.16,,,1793.0778
4824,179432.47,,-8.83,,,1794.3247000000001
4825,179562.13,,-8.58,,,1795.6213
4826,179614.1,495.9,,,,1796.141
4827,179694.34,,-8.2,,,1796.9433999999999
4828,179818.61,,-7.13,,,1798.1861
4829,179933.56,,-8.95,,,1799.3355999999999
4830,180062.66,,-8.39,,,1800.6266
4831,180068.0,,,217.8,199.7,1800.68
4832,180190.69,,-7.47,,,1801.9069
4833,180309.0,,-8.26,,,1803.09
4834,180323.2,527.6666667,,,,1803.2320000000002
4835,180434.81,,-8.6,,,1804.3481
4836,180565.71,,-8.68,,,1805.6571
4837,180697.67,,-9.02,,,1806.9767000000002
4838,180829.29,,-8.1,,,1808.2929000000001
4839,180956.06,,-8.49,,,1809.5606
4840,180964.6,529.9,,,,1809.646
4841,181085.85,,-8.29,,,1810.8585
4842,181214.64,,-9.0,,,1812.1464
4843,181350.54,,-8.79,,,1813.5054
4844,181484.37,,-8.32,,,1814.8437
4845,181602.64,,-9.08,,,1816.0264000000002
4846,181729.28,,-9.06,,,1817.2928
4847,181766.4,532.0,,,,1817.664
4848,181868.11,,-8.55,,,1818.6810999999998
4849,182000.8,,-9.24,,,1820.0079999999998
4850,182046.0,,,217.4,203.4,1820.46
4851,182132.54,,-8.89,,,1821.3254000000002
4852,182257.7,513.9,,,,1822.5770000000002
4853,182269.3,,-8.02,,,1822.693
4854,182407.78,,-8.51,,,1824.0778
4855,182533.53,,-8.41,,,1825.3353
4856,182662.72,,-8.84,,,1826.6272
4857,182798.21,,-8.74,,,1827.9821
4858,182905.3,475.6666667,,,,1829.0529999999999
4859,182929.21,,-8.84,,,1829.2921
4860,183062.43,,-8.77,,,1830.6243
4861,183195.26,,-9.23,,,1831.9526
4862,183331.57,,-8.32,,,1833.3157
4863,183461.43,,-9.26,,,1834.6143
4864,183592.6,458.7,,,,1835.9260000000002
4865,183597.68,,-9.2,,,1835.9768
4866,183739.84,,-8.84,,,1837.3984
4867,183877.17,,-8.31,,,1838.7717000000002
4868,184009.06,,-8.55,,,1840.0906
4869,184143.08,,-8.35,,,1841.4307999999999
4870,184255.8,447.2,,,,1842.558
4871,184275.78,,-9.04,,,1842.7578
4872,184415.96,,-8.82,,,1844.1596
4873,184554.18,,-8.43,,,1845.5418
4874,184685.0,,,217.5,210.7,1846.85
4875,184688.18,,-9.15,,,1846.8817999999999
4876,184831.1,,-8.66,,,1848.3110000000001
4877,184962.1,436.5,,,,1849.621
4878,184967.92,,-8.35,,,1849.6792
4879,185101.01,,-7.87,,,1851.0101000000002
4880,185228.55,,-7.51,,,1852.2855
4881,185352.96,,-8.5,,,1853.5295999999998
4882,185465.6,446.0,,,,1854.656
4883,185487.49,,-8.41,,,1854.8748999999998
4884,185621.86,,-8.22,,,1856.2186
4885,185754.59,,-8.34,,,1857.5459
4886,185888.45,,-7.89,,,1858.8845000000001
4887,185981.4,461.85,,,,1859.8139999999999
4888,186017.04,,-7.84,,,1860.1704
